date,store_id,cat_id,sales,sell_price,SuperBowl,Halloween
2011-02-03,CA_1,HOUSEHOLD,23,217.52999999999997,No,0
2011-02-03,CA_2,FOODS,176,156.15999999999997,No,0
2011-02-03,CA_2,HOBBIES,14,85.36000000000001,No,0
2011-02-03,CA_2,HOUSEHOLD,46,249.71999999999997,No,0
2011-02-04,CA_1,FOODS,291,233.20999999999992,No,0
2011-02-04,CA_1,HOBBIES,13,77.91999999999999,No,0
2011-02-04,CA_1,HOUSEHOLD,39,217.52999999999997,No,0
2011-02-04,CA_2,FOODS,228,156.15999999999997,No,0
2011-02-04,CA_2,HOBBIES,27,85.36000000000001,No,0
2011-02-04,CA_2,HOUSEHOLD,62,249.71999999999997,No,0
2011-02-05,CA_1,FOODS,575,234.5799999999999,No,0
2011-02-05,CA_1,HOBBIES,32,81.88999999999999,No,0
2011-02-05,CA_1,HOUSEHOLD,34,260.16,No,0
2011-02-05,CA_2,FOODS,351,162.49999999999994,No,0
2011-02-05,CA_2,HOBBIES,31,95.23,No,0
2011-02-05,CA_2,HOUSEHOLD,79,275.46000000000004,No,0
2011-02-06,CA_1,FOODS,530,234.5799999999999,Yes,0
2011-02-06,CA_1,HOBBIES,24,81.88999999999999,Yes,0
2011-02-06,CA_1,HOUSEHOLD,32,260.16,Yes,0
2011-02-06,CA_2,FOODS,317,162.49999999999994,Yes,0
2011-02-06,CA_2,HOBBIES,28,95.23,Yes,0
2011-02-06,CA_2,HOUSEHOLD,55,275.46000000000004,Yes,0
2011-02-07,CA_1,FOODS,428,234.5799999999999,No,0
2011-02-07,CA_1,HOBBIES,30,81.88999999999999,No,0
2011-02-07,CA_1,HOUSEHOLD,30,260.16,No,0
2011-02-07,CA_2,FOODS,218,162.49999999999994,No,0
2011-02-07,CA_2,HOBBIES,11,95.23,No,0
2011-02-07,CA_2,HOUSEHOLD,38,275.46000000000004,No,0
2011-02-08,CA_1,FOODS,314,234.5799999999999,No,0
2011-02-08,CA_1,HOBBIES,22,81.88999999999999,No,0
2011-02-08,CA_1,HOUSEHOLD,30,260.16,No,0
2011-02-08,CA_2,FOODS,205,162.49999999999994,No,0
2011-02-08,CA_2,HOBBIES,11,95.23,No,0
2011-02-08,CA_2,HOUSEHOLD,44,275.46000000000004,No,0
2011-02-09,CA_1,FOODS,295,234.5799999999999,No,0
2011-02-09,CA_1,HOBBIES,26,81.88999999999999,No,0
2011-02-09,CA_1,HOUSEHOLD,33,260.16,No,0
2011-02-09,CA_2,FOODS,149,162.49999999999994,No,0
2011-02-09,CA_2,HOBBIES,40,95.23,No,0
2011-02-09,CA_2,HOUSEHOLD,40,275.46000000000004,No,0
2011-02-10,CA_1,FOODS,319,234.5799999999999,No,0
2011-02-10,CA_1,HOBBIES,40,81.88999999999999,No,0
2011-02-10,CA_1,HOUSEHOLD,23,260.16,No,0
2011-02-10,CA_2,FOODS,352,162.49999999999994,No,0
2011-02-10,CA_2,HOBBIES,22,95.23,No,0
2011-02-10,CA_2,HOUSEHOLD,48,275.46000000000004,No,0
2011-02-11,CA_1,FOODS,372,234.5799999999999,No,0
2011-02-11,CA_1,HOBBIES,21,81.88999999999999,No,0
2011-02-11,CA_1,HOUSEHOLD,31,260.16,No,0
2011-02-11,CA_2,FOODS,264,162.49999999999994,No,0
2011-02-11,CA_2,HOBBIES,16,95.23,No,0
2011-02-11,CA_2,HOUSEHOLD,59,275.46000000000004,No,0
2011-02-12,CA_1,FOODS,502,236.5599999999999,No,0
2011-02-12,CA_1,HOBBIES,15,84.33,No,0
2011-02-12,CA_1,HOUSEHOLD,55,278.43000000000006,No,0
2011-02-12,CA_2,FOODS,302,162.49999999999994,No,0
2011-02-12,CA_2,HOBBIES,11,106.07000000000001,No,0
2011-02-12,CA_2,HOUSEHOLD,100,286.70000000000016,No,0
2011-02-13,CA_1,FOODS,539,236.5599999999999,No,0
2011-02-13,CA_1,HOBBIES,17,84.33,No,0
2011-02-13,CA_1,HOUSEHOLD,54,278.43000000000006,No,0
2011-02-13,CA_2,FOODS,288,162.49999999999994,No,0
2011-02-13,CA_2,HOBBIES,13,106.07000000000001,No,0
2011-02-13,CA_2,HOUSEHOLD,79,286.70000000000016,No,0
2011-02-14,CA_1,FOODS,387,236.5599999999999,No,0
2011-02-14,CA_1,HOBBIES,29,84.33,No,0
2011-02-14,CA_1,HOUSEHOLD,41,278.43000000000006,No,0
2011-02-14,CA_2,FOODS,199,162.49999999999994,No,0
2011-02-14,CA_2,HOBBIES,16,106.07000000000001,No,0
2011-02-14,CA_2,HOUSEHOLD,48,286.70000000000016,No,0
2011-02-15,CA_1,FOODS,251,236.5599999999999,No,0
2011-02-15,CA_1,HOBBIES,24,84.33,No,0
2011-02-15,CA_1,HOUSEHOLD,22,278.43000000000006,No,0
2011-02-15,CA_2,FOODS,162,162.49999999999994,No,0
2011-02-15,CA_2,HOBBIES,19,106.07000000000001,No,0
2011-02-15,CA_2,HOUSEHOLD,52,286.70000000000016,No,0
2011-02-16,CA_1,FOODS,316,236.5599999999999,No,0
2011-02-16,CA_1,HOBBIES,21,84.33,No,0
2011-02-16,CA_1,HOUSEHOLD,28,278.43000000000006,No,0
2011-02-16,CA_2,FOODS,176,162.49999999999994,No,0
2011-02-16,CA_2,HOBBIES,35,106.07000000000001,No,0
2011-02-16,CA_2,HOUSEHOLD,42,286.70000000000016,No,0
2011-02-17,CA_1,FOODS,237,236.5599999999999,No,0
2011-02-17,CA_1,HOBBIES,61,84.33,No,0
2011-02-17,CA_1,HOUSEHOLD,17,278.43000000000006,No,0
2011-02-17,CA_2,FOODS,158,162.49999999999994,No,0
2011-02-17,CA_2,HOBBIES,13,106.07000000000001,No,0
2011-02-17,CA_2,HOUSEHOLD,46,286.70000000000016,No,0
2011-02-18,CA_1,FOODS,392,236.5599999999999,No,0
2011-02-18,CA_1,HOBBIES,26,84.33,No,0
2011-02-18,CA_1,HOUSEHOLD,28,278.43000000000006,No,0
2011-02-18,CA_2,FOODS,215,162.49999999999994,No,0
2011-02-18,CA_2,HOBBIES,40,106.07000000000001,No,0
2011-02-18,CA_2,HOUSEHOLD,61,286.70000000000016,No,0
2011-02-19,CA_1,FOODS,535,239.53999999999988,No,0
2011-02-19,CA_1,HOBBIES,69,88.92999999999999,No,0
2011-02-19,CA_1,HOUSEHOLD,36,293.2300000000002,No,0
2011-02-19,CA_2,FOODS,194,166.97999999999996,No,0
2011-02-19,CA_2,HOBBIES,45,106.4,No,0
2011-02-19,CA_2,HOUSEHOLD,80,286.70000000000016,No,0
2011-02-20,CA_1,FOODS,467,239.53999999999988,No,0
2011-02-20,CA_1,HOBBIES,23,88.92999999999999,No,0
2011-02-20,CA_1,HOUSEHOLD,52,293.2300000000002,No,0
2011-02-20,CA_2,FOODS,250,166.97999999999996,No,0
2011-02-20,CA_2,HOBBIES,38,106.4,No,0
2011-02-20,CA_2,HOUSEHOLD,102,286.70000000000016,No,0
2011-02-21,CA_1,FOODS,352,239.53999999999988,No,0
2011-02-21,CA_1,HOBBIES,36,88.92999999999999,No,0
2011-02-21,CA_1,HOUSEHOLD,38,293.2300000000002,No,0
2011-02-21,CA_2,FOODS,211,166.97999999999996,No,0
2011-02-21,CA_2,HOBBIES,40,106.4,No,0
2011-02-21,CA_2,HOUSEHOLD,73,286.70000000000016,No,0
2011-02-22,CA_1,FOODS,268,239.53999999999988,No,0
2011-02-22,CA_1,HOBBIES,9,88.92999999999999,No,0
2011-02-22,CA_1,HOUSEHOLD,36,293.2300000000002,No,0
2011-02-22,CA_2,FOODS,148,166.97999999999996,No,0
2011-02-22,CA_2,HOBBIES,32,106.4,No,0
2011-02-22,CA_2,HOUSEHOLD,49,286.70000000000016,No,0
2011-02-23,CA_1,FOODS,254,239.53999999999988,No,0
2011-02-23,CA_1,HOBBIES,12,88.92999999999999,No,0
2011-02-23,CA_1,HOUSEHOLD,26,293.2300000000002,No,0
2011-02-23,CA_2,FOODS,163,166.97999999999996,No,0
2011-02-23,CA_2,HOBBIES,19,106.4,No,0
2011-02-23,CA_2,HOUSEHOLD,34,286.70000000000016,No,0
2011-02-24,CA_1,FOODS,270,239.53999999999988,No,0
2011-02-24,CA_1,HOBBIES,53,88.92999999999999,No,0
2011-02-24,CA_1,HOUSEHOLD,25,293.2300000000002,No,0
2011-02-24,CA_2,FOODS,158,166.97999999999996,No,0
2011-02-24,CA_2,HOBBIES,13,106.4,No,0
2011-02-24,CA_2,HOUSEHOLD,42,286.70000000000016,No,0
2011-02-25,CA_1,FOODS,327,239.53999999999988,No,0
2011-02-25,CA_1,HOBBIES,25,88.92999999999999,No,0
2011-02-25,CA_1,HOUSEHOLD,30,293.2300000000002,No,0
2011-02-25,CA_2,FOODS,205,166.97999999999996,No,0
2011-02-25,CA_2,HOBBIES,17,106.4,No,0
2011-02-25,CA_2,HOUSEHOLD,36,286.70000000000016,No,0
2011-02-26,CA_1,FOODS,377,246.79999999999987,No,0
2011-02-26,CA_1,HOBBIES,61,89.55,No,0
2011-02-26,CA_1,HOUSEHOLD,50,293.2300000000002,No,0
2011-02-26,CA_2,FOODS,310,166.99999999999994,No,0
2011-02-26,CA_2,HOBBIES,53,106.81,No,0
2011-02-26,CA_2,HOUSEHOLD,73,286.70000000000016,No,0
2011-02-27,CA_1,FOODS,518,246.79999999999987,No,0
2011-02-27,CA_1,HOBBIES,14,89.55,No,0
2011-02-27,CA_1,HOUSEHOLD,54,293.2300000000002,No,0
2011-02-27,CA_2,FOODS,261,166.99999999999994,No,0
2011-02-27,CA_2,HOBBIES,15,106.81,No,0
2011-02-27,CA_2,HOUSEHOLD,66,286.70000000000016,No,0
2011-02-28,CA_1,FOODS,307,246.79999999999987,No,0
2011-02-28,CA_1,HOBBIES,20,89.55,No,0
2011-02-28,CA_1,HOUSEHOLD,20,293.2300000000002,No,0
2011-02-28,CA_2,FOODS,148,166.99999999999994,No,0
2011-02-28,CA_2,HOBBIES,14,106.81,No,0
2011-02-28,CA_2,HOUSEHOLD,51,286.70000000000016,No,0
2011-03-01,CA_1,FOODS,301,246.79999999999987,No,0
2011-03-01,CA_1,HOBBIES,26,89.55,No,0
2011-03-01,CA_1,HOUSEHOLD,40,293.2300000000002,No,0
2011-03-01,CA_2,FOODS,205,166.99999999999994,No,0
2011-03-01,CA_2,HOBBIES,20,106.81,No,0
2011-03-01,CA_2,HOUSEHOLD,31,286.70000000000016,No,0
2011-03-02,CA_1,FOODS,321,246.79999999999987,No,0
2011-03-02,CA_1,HOBBIES,12,89.55,No,0
2011-03-02,CA_1,HOUSEHOLD,35,293.2300000000002,No,0
2011-03-02,CA_2,FOODS,157,166.99999999999994,No,0
2011-03-02,CA_2,HOBBIES,19,106.81,No,0
2011-03-02,CA_2,HOUSEHOLD,34,286.70000000000016,No,0
2011-03-03,CA_1,FOODS,318,246.79999999999987,No,0
2011-03-03,CA_1,HOBBIES,13,89.55,No,0
2011-03-03,CA_1,HOUSEHOLD,57,293.2300000000002,No,0
2011-03-03,CA_2,FOODS,200,166.99999999999994,No,0
2011-03-03,CA_2,HOBBIES,15,106.81,No,0
2011-03-03,CA_2,HOUSEHOLD,56,286.70000000000016,No,0
2011-03-04,CA_1,FOODS,359,246.79999999999987,No,0
2011-03-04,CA_1,HOBBIES,8,89.55,No,0
2011-03-04,CA_1,HOUSEHOLD,39,293.2300000000002,No,0
2011-03-04,CA_2,FOODS,220,166.99999999999994,No,0
2011-03-04,CA_2,HOBBIES,27,106.81,No,0
2011-03-04,CA_2,HOUSEHOLD,53,286.70000000000016,No,0
2011-03-05,CA_1,FOODS,419,247.13999999999987,No,0
2011-03-05,CA_1,HOBBIES,16,89.92999999999999,No,0
2011-03-05,CA_1,HOUSEHOLD,66,293.2300000000002,No,0
2011-03-05,CA_2,FOODS,277,174.57999999999996,No,0
2011-03-05,CA_2,HOBBIES,28,107.19,No,0
2011-03-05,CA_2,HOUSEHOLD,84,292.1800000000002,No,0
2011-03-06,CA_1,FOODS,504,247.13999999999987,No,0
2011-03-06,CA_1,HOBBIES,46,89.92999999999999,No,0
2011-03-06,CA_1,HOUSEHOLD,53,293.2300000000002,No,0
2011-03-06,CA_2,FOODS,253,174.57999999999996,No,0
2011-03-06,CA_2,HOBBIES,28,107.19,No,0
2011-03-06,CA_2,HOUSEHOLD,77,292.1800000000002,No,0
2011-03-07,CA_1,FOODS,331,247.13999999999987,No,0
2011-03-07,CA_1,HOBBIES,35,89.92999999999999,No,0
2011-03-07,CA_1,HOUSEHOLD,33,293.2300000000002,No,0
2011-03-07,CA_2,FOODS,168,174.57999999999996,No,0
2011-03-07,CA_2,HOBBIES,41,107.19,No,0
2011-03-07,CA_2,HOUSEHOLD,53,292.1800000000002,No,0
2011-03-08,CA_1,FOODS,311,247.13999999999987,No,0
2011-03-08,CA_1,HOBBIES,23,89.92999999999999,No,0
2011-03-08,CA_1,HOUSEHOLD,29,293.2300000000002,No,0
2011-03-08,CA_2,FOODS,127,174.57999999999996,No,0
2011-03-08,CA_2,HOBBIES,29,107.19,No,0
2011-03-08,CA_2,HOUSEHOLD,49,292.1800000000002,No,0
2011-03-09,CA_1,FOODS,291,247.13999999999987,No,0
2011-03-09,CA_1,HOBBIES,13,89.92999999999999,No,0
2011-03-09,CA_1,HOUSEHOLD,20,293.2300000000002,No,0
2011-03-09,CA_2,FOODS,162,174.57999999999996,No,0
2011-03-09,CA_2,HOBBIES,30,107.19,No,0
2011-03-09,CA_2,HOUSEHOLD,36,292.1800000000002,No,0
2011-03-10,CA_1,FOODS,307,247.13999999999987,No,0
2011-03-10,CA_1,HOBBIES,39,89.92999999999999,No,0
2011-03-10,CA_1,HOUSEHOLD,22,293.2300000000002,No,0
2011-03-10,CA_2,FOODS,153,174.57999999999996,No,0
2011-03-10,CA_2,HOBBIES,46,107.19,No,0
2011-03-10,CA_2,HOUSEHOLD,43,292.1800000000002,No,0
2011-03-11,CA_1,FOODS,399,247.13999999999987,No,0
2011-03-11,CA_1,HOBBIES,11,89.92999999999999,No,0
2011-03-11,CA_1,HOUSEHOLD,27,293.2300000000002,No,0
2011-03-11,CA_2,FOODS,132,174.57999999999996,No,0
2011-03-11,CA_2,HOBBIES,34,107.19,No,0
2011-03-11,CA_2,HOUSEHOLD,55,292.1800000000002,No,0
2011-03-12,CA_1,FOODS,358,253.25999999999985,No,0
2011-03-12,CA_1,HOBBIES,19,90.25999999999999,No,0
2011-03-12,CA_1,HOUSEHOLD,44,322.0300000000002,No,0
2011-03-12,CA_2,FOODS,206,174.57999999999996,No,0
2011-03-12,CA_2,HOBBIES,31,111.0,No,0
2011-03-12,CA_2,HOUSEHOLD,74,302.65000000000015,No,0
2011-03-13,CA_1,FOODS,438,253.25999999999985,No,0
2011-03-13,CA_1,HOBBIES,22,90.25999999999999,No,0
2011-03-13,CA_1,HOUSEHOLD,52,322.0300000000002,No,0
2011-03-13,CA_2,FOODS,318,174.57999999999996,No,0
2011-03-13,CA_2,HOBBIES,61,111.0,No,0
2011-03-13,CA_2,HOUSEHOLD,56,302.65000000000015,No,0
2011-03-14,CA_1,FOODS,327,253.25999999999985,No,0
2011-03-14,CA_1,HOBBIES,8,90.25999999999999,No,0
2011-03-14,CA_1,HOUSEHOLD,50,322.0300000000002,No,0
2011-03-14,CA_2,FOODS,205,174.57999999999996,No,0
2011-03-14,CA_2,HOBBIES,25,111.0,No,0
2011-03-14,CA_2,HOUSEHOLD,64,302.65000000000015,No,0
2011-03-15,CA_1,FOODS,227,253.25999999999985,No,0
2011-03-15,CA_1,HOBBIES,24,90.25999999999999,No,0
2011-03-15,CA_1,HOUSEHOLD,42,322.0300000000002,No,0
2011-03-15,CA_2,FOODS,184,174.57999999999996,No,0
2011-03-15,CA_2,HOBBIES,31,111.0,No,0
2011-03-15,CA_2,HOUSEHOLD,32,302.65000000000015,No,0
2011-03-16,CA_1,FOODS,269,253.25999999999985,No,0
2011-03-16,CA_1,HOBBIES,29,90.25999999999999,No,0
2011-03-16,CA_1,HOUSEHOLD,48,322.0300000000002,No,0
2011-03-16,CA_2,FOODS,169,174.57999999999996,No,0
2011-03-16,CA_2,HOBBIES,30,111.0,No,0
2011-03-16,CA_2,HOUSEHOLD,35,302.65000000000015,No,0
2011-03-17,CA_1,FOODS,238,253.25999999999985,No,0
2011-03-17,CA_1,HOBBIES,35,90.25999999999999,No,0
2011-03-17,CA_1,HOUSEHOLD,41,322.0300000000002,No,0
2011-03-17,CA_2,FOODS,178,174.57999999999996,No,0
2011-03-17,CA_2,HOBBIES,62,111.0,No,0
2011-03-17,CA_2,HOUSEHOLD,30,302.65000000000015,No,0
2011-03-18,CA_1,FOODS,284,253.25999999999985,No,0
2011-03-18,CA_1,HOBBIES,19,90.25999999999999,No,0
2011-03-18,CA_1,HOUSEHOLD,24,322.0300000000002,No,0
2011-03-18,CA_2,FOODS,199,174.57999999999996,No,0
2011-03-18,CA_2,HOBBIES,32,111.0,No,0
2011-03-18,CA_2,HOUSEHOLD,50,302.65000000000015,No,0
2011-03-19,CA_1,FOODS,424,252.43999999999986,No,0
2011-03-19,CA_1,HOBBIES,65,90.25999999999999,No,0
2011-03-19,CA_1,HOUSEHOLD,51,322.4300000000002,No,0
2011-03-19,CA_2,FOODS,291,174.57999999999996,No,0
2011-03-19,CA_2,HOBBIES,67,110.99,No,0
2011-03-19,CA_2,HOUSEHOLD,92,305.3100000000002,No,0
2011-03-20,CA_1,FOODS,444,252.43999999999986,No,0
2011-03-20,CA_1,HOBBIES,23,90.25999999999999,No,0
2011-03-20,CA_1,HOUSEHOLD,42,322.4300000000002,No,0
2011-03-20,CA_2,FOODS,280,174.57999999999996,No,0
2011-03-20,CA_2,HOBBIES,64,110.99,No,0
2011-03-20,CA_2,HOUSEHOLD,63,305.3100000000002,No,0
2011-03-21,CA_1,FOODS,295,252.43999999999986,No,0
2011-03-21,CA_1,HOBBIES,32,90.25999999999999,No,0
2011-03-21,CA_1,HOUSEHOLD,27,322.4300000000002,No,0
2011-03-21,CA_2,FOODS,147,174.57999999999996,No,0
2011-03-21,CA_2,HOBBIES,23,110.99,No,0
2011-03-21,CA_2,HOUSEHOLD,49,305.3100000000002,No,0
2011-03-22,CA_1,FOODS,264,252.43999999999986,No,0
2011-03-22,CA_1,HOBBIES,31,90.25999999999999,No,0
2011-03-22,CA_1,HOUSEHOLD,27,322.4300000000002,No,0
2011-03-22,CA_2,FOODS,145,174.57999999999996,No,0
2011-03-22,CA_2,HOBBIES,55,110.99,No,0
2011-03-22,CA_2,HOUSEHOLD,42,305.3100000000002,No,0
2011-03-23,CA_1,FOODS,234,252.43999999999986,No,0
2011-03-23,CA_1,HOBBIES,5,90.25999999999999,No,0
2011-03-23,CA_1,HOUSEHOLD,26,322.4300000000002,No,0
2011-03-23,CA_2,FOODS,135,174.57999999999996,No,0
2011-03-23,CA_2,HOBBIES,9,110.99,No,0
2011-03-23,CA_2,HOUSEHOLD,41,305.3100000000002,No,0
2011-03-24,CA_1,FOODS,223,252.43999999999986,No,0
2011-03-24,CA_1,HOBBIES,26,90.25999999999999,No,0
2011-03-24,CA_1,HOUSEHOLD,32,322.4300000000002,No,0
2011-03-24,CA_2,FOODS,141,174.57999999999996,No,0
2011-03-24,CA_2,HOBBIES,24,110.99,No,0
2011-03-24,CA_2,HOUSEHOLD,36,305.3100000000002,No,0
2011-03-25,CA_1,FOODS,320,252.43999999999986,No,0
2011-03-25,CA_1,HOBBIES,42,90.25999999999999,No,0
2011-03-25,CA_1,HOUSEHOLD,40,322.4300000000002,No,0
2011-03-25,CA_2,FOODS,211,174.57999999999996,No,0
2011-03-25,CA_2,HOBBIES,69,110.99,No,0
2011-03-25,CA_2,HOUSEHOLD,52,305.3100000000002,No,0
2011-03-26,CA_1,FOODS,415,251.65999999999985,No,0
2011-03-26,CA_1,HOBBIES,33,90.25999999999999,No,0
2011-03-26,CA_1,HOUSEHOLD,52,333.54000000000025,No,0
2011-03-26,CA_2,FOODS,227,174.57999999999996,No,0
2011-03-26,CA_2,HOBBIES,48,110.99,No,0
2011-03-26,CA_2,HOUSEHOLD,92,311.6800000000002,No,0
2011-03-27,CA_1,FOODS,464,251.65999999999985,No,0
2011-03-27,CA_1,HOBBIES,11,90.25999999999999,No,0
2011-03-27,CA_1,HOUSEHOLD,51,333.54000000000025,No,0
2011-03-27,CA_2,FOODS,226,174.57999999999996,No,0
2011-03-27,CA_2,HOBBIES,33,110.99,No,0
2011-03-27,CA_2,HOUSEHOLD,65,311.6800000000002,No,0
2011-03-28,CA_1,FOODS,296,251.65999999999985,No,0
2011-03-28,CA_1,HOBBIES,38,90.25999999999999,No,0
2011-03-28,CA_1,HOUSEHOLD,26,333.54000000000025,No,0
2011-03-28,CA_2,FOODS,163,174.57999999999996,No,0
2011-03-28,CA_2,HOBBIES,53,110.99,No,0
2011-03-28,CA_2,HOUSEHOLD,49,311.6800000000002,No,0
2011-03-29,CA_1,FOODS,217,251.65999999999985,No,0
2011-03-29,CA_1,HOBBIES,14,90.25999999999999,No,0
2011-03-29,CA_1,HOUSEHOLD,39,333.54000000000025,No,0
2011-03-29,CA_2,FOODS,170,174.57999999999996,No,0
2011-03-29,CA_2,HOBBIES,37,110.99,No,0
2011-03-29,CA_2,HOUSEHOLD,45,311.6800000000002,No,0
2011-03-30,CA_1,FOODS,250,251.65999999999985,No,0
2011-03-30,CA_1,HOBBIES,5,90.25999999999999,No,0
2011-03-30,CA_1,HOUSEHOLD,28,333.54000000000025,No,0
2011-03-30,CA_2,FOODS,104,174.57999999999996,No,0
2011-03-30,CA_2,HOBBIES,45,110.99,No,0
2011-03-30,CA_2,HOUSEHOLD,42,311.6800000000002,No,0
2011-03-31,CA_1,FOODS,250,251.65999999999985,No,0
2011-03-31,CA_1,HOBBIES,22,90.25999999999999,No,0
2011-03-31,CA_1,HOUSEHOLD,49,333.54000000000025,No,0
2011-03-31,CA_2,FOODS,170,174.57999999999996,No,0
2011-03-31,CA_2,HOBBIES,34,110.99,No,0
2011-03-31,CA_2,HOUSEHOLD,47,311.6800000000002,No,0
2011-04-01,CA_1,FOODS,335,251.65999999999985,No,0
2011-04-01,CA_1,HOBBIES,26,90.25999999999999,No,0
2011-04-01,CA_1,HOUSEHOLD,37,333.54000000000025,No,0
2011-04-01,CA_2,FOODS,234,174.57999999999996,No,0
2011-04-01,CA_2,HOBBIES,34,110.99,No,0
2011-04-01,CA_2,HOUSEHOLD,70,311.6800000000002,No,0
2011-04-02,CA_1,FOODS,447,251.4499999999999,No,0
2011-04-02,CA_1,HOBBIES,40,91.67999999999999,No,0
2011-04-02,CA_1,HOUSEHOLD,67,333.54000000000025,No,0
2011-04-02,CA_2,FOODS,232,176.03999999999994,No,0
2011-04-02,CA_2,HOBBIES,34,112.41,No,0
2011-04-02,CA_2,HOUSEHOLD,78,322.80000000000024,No,0
2011-04-03,CA_1,FOODS,450,251.4499999999999,No,0
2011-04-03,CA_1,HOBBIES,26,91.67999999999999,No,0
2011-04-03,CA_1,HOUSEHOLD,80,333.54000000000025,No,0
2011-04-03,CA_2,FOODS,276,176.03999999999994,No,0
2011-04-03,CA_2,HOBBIES,25,112.41,No,0
2011-04-03,CA_2,HOUSEHOLD,96,322.80000000000024,No,0
2011-04-04,CA_1,FOODS,454,251.4499999999999,No,0
2011-04-04,CA_1,HOBBIES,9,91.67999999999999,No,0
2011-04-04,CA_1,HOUSEHOLD,54,333.54000000000025,No,0
2011-04-04,CA_2,FOODS,207,176.03999999999994,No,0
2011-04-04,CA_2,HOBBIES,12,112.41,No,0
2011-04-04,CA_2,HOUSEHOLD,71,322.80000000000024,No,0
2011-04-05,CA_1,FOODS,312,251.4499999999999,No,0
2011-04-05,CA_1,HOBBIES,10,91.67999999999999,No,0
2011-04-05,CA_1,HOUSEHOLD,33,333.54000000000025,No,0
2011-04-05,CA_2,FOODS,237,176.03999999999994,No,0
2011-04-05,CA_2,HOBBIES,9,112.41,No,0
2011-04-05,CA_2,HOUSEHOLD,48,322.80000000000024,No,0
2011-04-06,CA_1,FOODS,295,251.4499999999999,No,0
2011-04-06,CA_1,HOBBIES,15,91.67999999999999,No,0
2011-04-06,CA_1,HOUSEHOLD,50,333.54000000000025,No,0
2011-04-06,CA_2,FOODS,157,176.03999999999994,No,0
2011-04-06,CA_2,HOBBIES,18,112.41,No,0
2011-04-06,CA_2,HOUSEHOLD,59,322.80000000000024,No,0
2011-04-07,CA_1,FOODS,310,251.4499999999999,No,0
2011-04-07,CA_1,HOBBIES,14,91.67999999999999,No,0
2011-04-07,CA_1,HOUSEHOLD,23,333.54000000000025,No,0
2011-04-07,CA_2,FOODS,175,176.03999999999994,No,0
2011-04-07,CA_2,HOBBIES,18,112.41,No,0
2011-04-07,CA_2,HOUSEHOLD,51,322.80000000000024,No,0
2011-04-08,CA_1,FOODS,376,251.4499999999999,No,0
2011-04-08,CA_1,HOBBIES,25,91.67999999999999,No,0
2011-04-08,CA_1,HOUSEHOLD,40,333.54000000000025,No,0
2011-04-08,CA_2,FOODS,173,176.03999999999994,No,0
2011-04-08,CA_2,HOBBIES,8,112.41,No,0
2011-04-08,CA_2,HOUSEHOLD,74,322.80000000000024,No,0
2011-04-09,CA_1,FOODS,436,257.8299999999999,No,0
2011-04-09,CA_1,HOBBIES,25,91.67999999999999,No,0
2011-04-09,CA_1,HOUSEHOLD,80,341.7800000000002,No,0
2011-04-09,CA_2,FOODS,218,176.05999999999995,No,0
2011-04-09,CA_2,HOBBIES,33,112.41,No,0
2011-04-09,CA_2,HOUSEHOLD,107,322.80000000000024,No,0
2011-04-10,CA_1,FOODS,415,257.8299999999999,No,0
